Input Word,True Output,My Decoded Output,Matching or Not
cheyuchu,చేయుచు,చేయుచు,Yes
miramar,మిఱమాఱ్,మిరామార్,No
vaasudhevaraavu,వాసుదేవరావు,వాసుదేవరావు,Yes
dharanu,ధరను,ధరను,Yes
kaastunnattundi,కాస్తున్నట్టుంది,కాస్తున్నట్టుంది,Yes
ganapathy,గణపతి,గణపత్యి,No
raangaguvaa,రాంగగువా,రాంగగువా,Yes
ketuvaa,కేతువా,కేతువా,Yes
uuhaatmaka,ఊహాత్మక,ఊహాత్మక,Yes
praadhamikamgaa,ప్రాథమికంగా,ప్రాధమికంగా,No
bayatapadalekapotunnaarani,బయటపడలేకపోతున్నారన,బయటపడలేకపోతునానరనని,No
podupunu,పొదుపును,పొడుపును,No
reportainaa,రిపోర్టయినా,రిపోర్టైనా,No
khaideela,ఖైదీల,ఖైదీల,Yes
vayasunna,వయసున్న,వయసున్న,Yes
parisheelinchelaa,పరిశీలించేలా,పరిశీలించేలా,Yes
andinchandi,అందించండి,అందించండి,Yes
undhoo,ఉందో,ఉండూ,No
korukuntaadu,కోరుకుంటాడు,కోరుకుంటాడు,Yes
whiskei,విస్కీ,విష్కీ,No
parma,పార్మా,పర్మ,No
arvada,అర్వాడ,అర్వాడ,Yes
shaasistunnaaranna,శాసిస్తున్నారన్న,శాసిస్తున్నారన్న,Yes
paakshika,పాక్షిక,పాక్షిక,Yes
bareilly,బరైలీ,బరీళ్లి,No
nivasaniki,నివాసానికి,నివాసానికి,Yes
varasaloo,వరసలో,వరసలో,Yes
apina,ఆపిన,అపిన,No
churchincharu,చర్చించారు,చూర్చించారు,No
banga,బంగా,బంగా,Yes
exchange,ఎక్స్ఛేంజ్,ఎక్కాచ్ంగ్,No
adhya,అధ్య,అధ్య,Yes
chitrapataaniki,చిత్రపటానికి,చిత్రపటానికి,Yes
tarangini,తరంగిణి,తరంగిని,No
chattabaddamyna,చట్టబద్దమైన,చట్టబద్దా్యనం,No
springdale,స్ప్రింగ్డెల్,స్ప్రింగ్డల్,No
terry,టెర్రీ,టెర్రీ,Yes
rashtramlone,రాష్ట్రంలోనే,రాష్ట్రంలోనే,Yes
teecharlake,టీచర్లకే,టీచర్లకే,Yes
khambhat,ఖంభాట్,ఖంభత్,No
andaalanu,అందాలను,అందాలను,Yes
punaravasam,పునరావాసం,పునరావాసం,Yes
amarillo,అమరిల్లో,అమరిల్లో,Yes
vaakhyalu,వాఖ్యలు,వాఖ్యలు,Yes
paryavasaanaalanu,పర్యవసానాలను,పర్యవసాాాలను,No
telusukondi,తెలుసుకోండి,తెలుసుకొంది,No
rupamai,రూపమై,రూపమై,Yes
endukilaa,ఎందుకిలా,ఎందుకిలా,Yes
pathrikaloo,పత్రికలూ,పత్రికలో,No
palo,పాలో,పాలో,Yes
chenchu,చెంచు,చెంచు,Yes
asthra,అస్త్ర,అస్త్ర,Yes
arthamavuthundi,అర్ధమవుతుంది,అర్థమవుతుంది,No
indali,ఇందలి,ఇండలి,No
nirmulinchali,నిర్మూలించాలి,నిర్మూలించాలి,Yes
freeman,ఫ్రీమాన్,ఫ్రీమన్,No
vaakyamlo,వాక్యంలో,వాక్యంలో,Yes
tewari,తివారి,టేవారి,No
hota,హోట,హోటా,No
prativartitvam,ప్రతివర్తిత్వం,ప్రతివర్తివ్వం,No
cheppavacchunu,చెప్పవచ్చును,చెప్పవచ్చును,Yes
bhaashalloo,భాషల్లో,భాషల్లో,Yes
thaathaaravu,తాతారావు,తాతారవు,No
budge,బుడ్జ్,బడ్జ్,No
teliyajeyaalanukuntundi,తెలియజేయాలనుకుంటుం,తెలియజేయాలనుకుంటుంది,No
tisukoga,తీసుకోగా,తిసుకోగ,No
mitrapakshaalade,మిత్రపక్షాలదే,మిత్రపక్షాలదే,Yes
sirshkana,శీర్షికన,సిర్ష్కనా,No
death,డెత్,డీథ్,No
chacchaaru,చచ్చారు,చచ్చారు,Yes
tide,టైడ్,టైడ్,Yes
soochinchabadataayi,సూచించబడతాయి,సూచించబడతాయి,Yes
mcpherson,మక్ఫర్సన్,మెక్ఫర్సన్,No
adaragottina,అదరగొట్టిన,అదరగొట్టినా,No
nandanwar,నందన్వర్,నందనవవర్,No
floyd,ఫ్లాయిడ్,ఫ్లోడ్,No
doda,దోడ,దొద,No
varnhincha,వర్ణించ,వర్ణించ,Yes
kaalpanika,కాల్పనిక,కాల్పనిక,Yes
pedutundagaa,పెడుతుండగా,పెడుతుండగా,Yes
annadaanam,అన్నదానం,అన్నదానం,Yes
fineotex,ఫినోటెక్స్,ఫినోయ్టెక్స్,No
yeyrpaatu,యేర్పాటు,యెర్పాటు,No
seshasayee,శేషశాయి,శేషసయ్యే,No
ambikapur,అంబికపుర్,అంబికాపూర్,No
chesukuntondi,చేసుకుంటోంది,చేసుకుంటోంది,Yes
yerparicharu,ఏర్పరిచారు,ఏర్పరిచారు,Yes
thayaridarulu,తయారీదారులు,తయారిదరులు,No
koradaayadam,కొరడాయడం,కొరడాయడం,Yes
thippaali,తిప్పాలి,తిప్పాలి,Yes
chesukunnaamani,చేసుకున్నామని,చేసుకున్నామని,Yes
tisukuntunnattuga,తీసుకుంటున్నట్టుగా,తీసుకుంటున్నట్టుగా,Yes
praveshinchu,ప్రవేశించు,ప్రవేశించు,Yes
vaysaru,వేసారు,వాసరు,No
youur,యువర్,యూర్,No
padesindi,పడేసింది,పడేసింది,Yes
elivet,ఎలివేట్,ఎలివెట్,No
chestaamannaaru,చేస్తామన్నారు,చేస్తామన్నారు,Yes
namoonaalo,నమూనాలో,నమూనాలో,Yes
chebutunnaarani,చెబుతున్నారని,చెబుతున్నారని,Yes
keshwani,కేశ్వని,కేశ్వానీ,No
dasila,డాశిల,దాసిలా,No
viruchukupaddaaru,విరుచుకుపడ్డారు,విరుచుకుపడ్డారు,Yes
ollu,ఒళ్లు,ఒల్లు,No
aayusshu,ఆయుష్షు,ఆయుస్షు,No
asramamlo,ఆశ్రమంలో,అశ్రమంలో,No
jaatiiyoodyamam,జాతీయోద్యమం,జాతీయోద్యమం,Yes
yuvatulu,యువతులు,యువతులు,Yes
samudaayaalaku,సముదాయాలకు,సముదాయాలకు,Yes
vaidyam,వైద్యం,వైద్యం,Yes
rooling,రోలింగ్,రూలింగ్,No
chola,చోళ,చోలా,No
aatmagaa,ఆత్మగా,ఆత్మగా,Yes
aatmala,ఆత్మల,ఆత్మల,Yes
little,లిటిల్,లిట్ట్ల్,No
mumbai,ముంబాయ్,ముంబై,No
fees,ఫేస్,ఫీఎస్,No
vaiseepeeloki,వైసీపీలోకి,వైశీపీలోకి,No
staroid,స్టెరాయిడ్,స్టారోయిడ్,No
tayaaridaarulu,తయారీదారులు,తయారిదారులు,No
kadilimchi,కదిలించి,కదిలించి,Yes
aathmalo,ఆత్మలో,ఆత్మలో,Yes
vaadukuntunnaayannaaru,వాడుకుంటున్నాయన్నా,వాడుకుంటున్నాయన్నారు,No
bhuuloekaaniki,భూలోకానికి,భూలోకాననికి,No
machhuka,మచ్చిక,మచ్చచు,No
rajput,రాజ్పూత్,రాజ్పుత్,No
greenville,గ్రీన్విల్,గ్రీన్విల్లే,No
gurtinchabadutundagaa,గుర్తించబడుతుండగా,గుర్తించబడుతుండగా,Yes
american,అమెరికన్,అమెరికన్,Yes
industries,ఇండస్ట్రీస్,ఇండస్ట్రీస్,Yes
dhadheechi,దధీచి,ధధేచి,No
kalabanda,కలబంద,కలబండ,No
sankshaemam,సంక్షేమం,సంక్షేమం,Yes
rizwan,రిజ్వాన్,రిజ్వాన్,Yes
brookfield,బ్రూక్ఫీల్డ్,బ్రూక్సీల్డ్,No
divya,దివ్య,దివ్య,Yes
estates,ఎస్టేట్స్,ఎస్టేటెస్,No
duncanville,డంకన్విల్ల్,డన్నకకివ్్్,No
shawnee,షానీ,షవ్నీ,No
yuvathulu,యువతులు,యువతులు,Yes
jatiyodyamaniki,జాతీయోద్యమానికి,జాతీయోద్యమానికి,Yes
bhaktirityuchyate,భక్తిరిత్యుచ్యతే,భక్తిరియిత్యేశ్తే,No
manugada,మనుగడ,మనుగగడ,No
sirshika,శీర్షిక,సిర్షిక,No
cheeraa,చేరా,చీరా,No
bayonne,బెయోన్,బయోన్నే,No
cykle,సైకిల్,సైక్ల్,No
kadupulooki,కడుపులోకి,కడుపులోకి,Yes
tattukoleni,తట్టుకోలేని,తట్టుకోలేని,Yes
nuzividu,నూజివీడు,నుజివిడు,No
malachi,మలచి,మలచి,Yes
rosario,రోసారియో,రోసారియో,Yes
aadharamtoe,ఆధారంతో,ఆధరంతో,No
alembic,అలెంబిక్,అలెంబిక్,Yes
saggubiyyamu,సగ్గుబియ్యము,సగ్గుబియ్యము,Yes
redwood,రెడ్వుడ్,రెడ్వుడ్,Yes
neeti,నీతి,నీటి,No
teesukostaanani,తీసుకొస్తానని,తీసుకొస్తానని,Yes
annintini,అన్నింటినీ,అన్నింటిని,No
ganganagar,గంగానగర్,గంగనగర్,No
sumter,సుమ్టర్,సంంతర్,No
