True Input,True Output,My Decoded Output,Matching or Not
dharanu,ధరను,ధనరు,No
kaastunnattundi,కాస్తున్నట్టుంది,కాస్తున్నట్టుంది,Yes
ganapathy,గణపతి,గణపతి,Yes
raangaguvaa,రాంగగువా,రాంగగువా,Yes
ketuvaa,కేతువా,కేటువా,No
uuhaatmaka,ఊహాత్మక,ఊహాత్మక,Yes
praadhamikamgaa,ప్రాథమికంగా,ప్రాధమికంగా,No
bayatapadalekapotunnaarani,బయటపడలేకపోతున్నారన,బయటపడకపడలేటపోతాన్నార,No
podupunu,పొదుపును,పొడుపును,No
reportainaa,రిపోర్టయినా,రిపోర్టైనా,No
khaideela,ఖైదీల,ఖైదీల,Yes
vayasunna,వయసున్న,వయసున్న,Yes
parisheelinchelaa,పరిశీలించేలా,పరిశీలించేలా,Yes
andinchandi,అందించండి,అందించండి,Yes
undhoo,ఉందో,ఉండూ,No
korukuntaadu,కోరుకుంటాడు,కోరుకుంటాడు,Yes
whiskei,విస్కీ,విష్కేకి,No
parma,పార్మా,పర్మ,No
arvada,అర్వాడ,ఆర్వాడా,No
shaasistunnaaranna,శాసిస్తున్నారన్న,శాసిస్తున్నారన్న,Yes
paakshika,పాక్షిక,పాక్షిక,Yes
bareilly,బరైలీ,బరయిలీల్,No
nivasaniki,నివాసానికి,నివాసనికి,No
varasaloo,వరసలో,వరసలో,Yes
apina,ఆపిన,అపినా,No
churchincharu,చర్చించారు,చూర్చించారు,No
banga,బంగా,బంగా,Yes
exchange,ఎక్స్ఛేంజ్,ఏక్ష్హాంజ్,No
adhya,అధ్య,అధ్య,Yes
chitrapataaniki,చిత్రపటానికి,చిత్రపటానికి,Yes
tarangini,తరంగిణి,తరంగిని,No
chattabaddamyna,చట్టబద్దమైన,చట్టబద్డమేన,No
springdale,స్ప్రింగ్డెల్,స్ప్రింగద్లే,No
terry,టెర్రీ,టెర్రీ,Yes
rashtramlone,రాష్ట్రంలోనే,రాష్ట్రంలోనే,Yes
teecharlake,టీచర్లకే,తీచర్లకే,No
khambhat,ఖంభాట్,ఖంభాత్,No
andaalanu,అందాలను,అందాలను,Yes
punaravasam,పునరావాసం,పునరావాసం,Yes
amarillo,అమరిల్లో,అమరిల్లో,Yes
vaakhyalu,వాఖ్యలు,వాఖ్యలు,Yes
paryavasaanaalanu,పర్యవసానాలను,పర్యవసానాలను,Yes
telusukondi,తెలుసుకోండి,తెలుసుకొంది,No
rupamai,రూపమై,రుపమై,No
endukilaa,ఎందుకిలా,ఎందుకిలా,Yes
pathrikaloo,పత్రికలూ,పత్రికలో,No
palo,పాలో,పాలో,Yes
chenchu,చెంచు,చెంచు,Yes
asthra,అస్త్ర,ఆస్త్ర,No
arthamavuthundi,అర్ధమవుతుంది,అర్థమవుతుంది,No
indali,ఇందలి,ఇందాలి,No
nirmulinchali,నిర్మూలించాలి,నిర్ములించలి,No
freeman,ఫ్రీమాన్,ఫ్రీమన్,No
vaakyamlo,వాక్యంలో,వాక్యంలో,Yes
tewari,తివారి,తెవారీ,No
hota,హోట,హోటా,No
prativartitvam,ప్రతివర్తిత్వం,ప్రతివ్త్త్వం,No
cheppavacchunu,చెప్పవచ్చును,చెప్పవచ్చును,Yes
bhaashalloo,భాషల్లో,భాషల్లో,Yes
thaathaaravu,తాతారావు,తాథారవు,No
budge,బుడ్జ్,బడ్జె,No
teliyajeyaalanukuntundi,తెలియజేయాలనుకుంటుం,తెలియజేయానుకుంటుంది,No
tisukoga,తీసుకోగా,తిసుకోగా,No
mitrapakshaalade,మిత్రపక్షాలదే,మిత్రపక్షాలదే,Yes
sirshkana,శీర్షికన,శిర్ష్కనా,No
death,డెత్,డీయ్,No
chacchaaru,చచ్చారు,చచ్చారు,Yes
tide,టైడ్,తిదే,No
soochinchabadataayi,సూచించబడతాయి,సూచించబడతాయి,Yes
mcpherson,మక్ఫర్సన్,మ్కార్సర్సన్,No
adaragottina,అదరగొట్టిన,అదరగొట్టినా,No
nandanwar,నందన్వర్,నంద్్వార్,No
floyd,ఫ్లాయిడ్,ఫ్లోడ్,No
doda,దోడ,దోడా,No
varnhincha,వర్ణించ,వర్ణించ,Yes
kaalpanika,కాల్పనిక,కాల్పణిక,No
pedutundagaa,పెడుతుండగా,పెడుతుండగా,Yes
annadaanam,అన్నదానం,అన్నదానం,Yes
fineotex,ఫినోటెక్స్,ఫైనోకెట్క్స్,No
yeyrpaatu,యేర్పాటు,యైర్పాటు,No
seshasayee,శేషశాయి,శేషసయే,No
ambikapur,అంబికపుర్,అంబికాపూర్,No
chesukuntondi,చేసుకుంటోంది,చేసుకుంటోంది,Yes
yerparicharu,ఏర్పరిచారు,ఏర్పరిచారు,Yes
thayaridarulu,తయారీదారులు,తయిరదారులు,No
koradaayadam,కొరడాయడం,కొరదాయడం,No
thippaali,తిప్పాలి,తిప్పాలి,Yes
chesukunnaamani,చేసుకున్నామని,చేసుకున్నామని,Yes
tisukuntunnattuga,తీసుకుంటున్నట్టుగా,తిసుకుంటున్నట్టుగా,No
praveshinchu,ప్రవేశించు,ప్రవేశించు,Yes
vaysaru,వేసారు,వైసారు,No
youur,యువర్,యౌర్,No
padesindi,పడేసింది,పడేసింది,Yes
elivet,ఎలివేట్,ఎలివెట్,No
chestaamannaaru,చేస్తామన్నారు,చేస్తామన్నారు,Yes
namoonaalo,నమూనాలో,నమూనాలో,Yes
chebutunnaarani,చెబుతున్నారని,చెబుతున్నారని,Yes
keshwani,కేశ్వని,కేశ్వానీ,No
dasila,డాశిల,దాసిలా,No
viruchukupaddaaru,విరుచుకుపడ్డారు,విరుచుకుపడ్డారు,Yes
ollu,ఒళ్లు,ఒళ్లు,Yes
aayusshu,ఆయుష్షు,ఆయుష్షు,Yes
asramamlo,ఆశ్రమంలో,అశ్రమంలో,No
jaatiiyoodyamam,జాతీయోద్యమం,జాతీయోద్యమం,Yes
yuvatulu,యువతులు,యువతులు,Yes
samudaayaalaku,సముదాయాలకు,సముదాయాలకు,Yes
vaidyam,వైద్యం,వైద్యం,Yes
rooling,రోలింగ్,రూలింగ్,No
chola,చోళ,చోల,No
aatmagaa,ఆత్మగా,ఆత్మగా,Yes
aatmala,ఆత్మల,ఆత్మల,Yes
little,లిటిల్,లిట్టిల్,No
mumbai,ముంబాయ్,ముంబాయి,No
fees,ఫేస్,ఫీస్,No
vaiseepeeloki,వైసీపీలోకి,వైసీపీలోకి,Yes
staroid,స్టెరాయిడ్,స్టారోయిడ్,No
tayaaridaarulu,తయారీదారులు,తయారిదారులు,No
kadilimchi,కదిలించి,కదిలించి,Yes
aathmalo,ఆత్మలో,ఆత్మలో,Yes
vaadukuntunnaayannaaru,వాడుకుంటున్నాయన్నా,వాడుకుంటున్నాయన్నారు,No
bhuuloekaaniki,భూలోకానికి,భూలోకానికి,Yes
machhuka,మచ్చిక,మాచ్చుక,No
rajput,రాజ్పూత్,రాజ్పుట్,No
greenville,గ్రీన్విల్,గ్రిన్విల్లే,No
gurtinchabadutundagaa,గుర్తించబడుతుండగా,గుర్తించబడుతుండగా,Yes
american,అమెరికన్,అమెరికన్,Yes
industries,ఇండస్ట్రీస్,ఇండస్ట్రైజ్,No
dhadheechi,దధీచి,దఃచీ,No
kalabanda,కలబంద,కలబంద,Yes
sankshaemam,సంక్షేమం,సంక్షేమం,Yes
rizwan,రిజ్వాన్,రిజ్వాన్,Yes
brookfield,బ్రూక్ఫీల్డ్,బ్రూకీఫ్ల్,No
divya,దివ్య,దివ్య,Yes
estates,ఎస్టేట్స్,ఎస్టేటెస్,No
duncanville,డంకన్విల్ల్,దున్నాంవిల్లే,No
shawnee,షానీ,షావీ,No
yuvathulu,యువతులు,యువతులు,Yes
jatiyodyamaniki,జాతీయోద్యమానికి,జాతియోద్యమానికి,No
bhaktirityuchyate,భక్తిరిత్యుచ్యతే,భక్తిరిత్యుచ్చేట్,No
manugada,మనుగడ,మనుగాడ,No
sirshika,శీర్షిక,శిర్షికా,No
cheeraa,చేరా,చీరా,No
bayonne,బెయోన్,బయోన్నే,No
cykle,సైకిల్,సైకెల్,No
kadupulooki,కడుపులోకి,కడుపులోకి,Yes
tattukoleni,తట్టుకోలేని,తట్టుకోలేని,Yes
nuzividu,నూజివీడు,నుజివిడు,No
malachi,మలచి,మలచి,Yes
rosario,రోసారియో,రోసారియో,Yes
aadharamtoe,ఆధారంతో,ఆధరంతో,No
alembic,అలెంబిక్,ఎలెంబిక్,No
saggubiyyamu,సగ్గుబియ్యము,సగ్గుపియ్యము,No
redwood,రెడ్వుడ్,రెడ్వుడ్,Yes
neeti,నీతి,నీటి,No
teesukostaanani,తీసుకొస్తానని,తీసుకొస్తానని,Yes
annintini,అన్నింటినీ,అన్నింటిని,No
ganganagar,గంగానగర్,గంగనగర్,No
sumter,సుమ్టర్,సమర్,No
kaatu,కాటు,కాటు,Yes
guna,గున,గునా,No
rowlett,రౌలెట్,రూలెట్,No
erpadutundanukunnaaru,ఏర్పడుతుందనుకున్నా,ఏర్పడుతుందనుకున్నారు,No
phlight,ఫ్లైట్,ఫ్లాగ్ట్,No
vaddhe,వద్దే,వద్దే,Yes
vyatyaasam,వ్యత్యాసం,వ్యత్యాసం,Yes
thaalapathra,తాళపత్ర,తాలపత్ర,No
yecche,యిచ్చే,యెచ్చే,No
varanasilo,వారణాసిలో,వరణసిలో,No
rajouri,రాజౌరి,రాజూరి,No
dattaatreya,దత్తాత్రేయ,దత్తాత్రేయ,Yes
charyalatho,చర్యలతో,చర్యలతో,Yes
teesukunnaam,తీసుకున్నాం,తీసుకున్నాం,Yes
dhaninchuchu,ధ్యానించుచు,ధనించుచు,No
