True Input,True Output,My Decoded Output,Matching or Not
praadhamikamgaa,ప్రాథమికంగా,ప్రాధమికంగా,No
bayatapadalekapotunnaarani,బయటపడలేకపోతున్నారన,బయటపపడలేకపోతున్నారని,No
podupunu,పొదుపును,పోడుపును,No
reportainaa,రిపోర్టయినా,రిపోర్టైనా,No
khaideela,ఖైదీల,ఖాడీల,No
vayasunna,వయసున్న,వయసున్న,Yes
parisheelinchelaa,పరిశీలించేలా,పరిశీలెంచేలా,No
andinchandi,అందించండి,అందించండి,Yes
undhoo,ఉందో,ఉండో,No
korukuntaadu,కోరుకుంటాడు,కోరుకుంటాడు,Yes
whiskei,విస్కీ,విస్కీయి,No
parma,పార్మా,పర్మా,No
arvada,అర్వాడ,అర్వాడ,Yes
shaasistunnaaranna,శాసిస్తున్నారన్న,శాసిస్తున్నారన్న,Yes
paakshika,పాక్షిక,పాక్షిక,Yes
bareilly,బరైలీ,బరీీల్లీ,No
nivasaniki,నివాసానికి,నివాసానికి,Yes
varasaloo,వరసలో,వరసాలో,No
apina,ఆపిన,అపినా,No
churchincharu,చర్చించారు,చూర్చించారు,No
banga,బంగా,బాంగా,No
exchange,ఎక్స్ఛేంజ్,ఎక్చంగే,No
adhya,అధ్య,అధ్య,Yes
chitrapataaniki,చిత్రపటానికి,చిత్రపతానికి,No
tarangini,తరంగిణి,తరంగిని,No
chattabaddamyna,చట్టబద్దమైన,చట్టబద్దా్న,No
springdale,స్ప్రింగ్డెల్,స్ప్రింగ్డాల్,No
terry,టెర్రీ,టెర్రీ,Yes
rashtramlone,రాష్ట్రంలోనే,రాష్ట్రంలోనే,Yes
teecharlake,టీచర్లకే,తీచర్లకే,No
khambhat,ఖంభాట్,ఖాంభట్,No
andaalanu,అందాలను,అందాలను,Yes
punaravasam,పునరావాసం,పునరవససం,No
amarillo,అమరిల్లో,అమరిల్లో,Yes
vaakhyalu,వాఖ్యలు,వాఖ్యలు,Yes
paryavasaanaalanu,పర్యవసానాలను,పర్యవసానాలను,Yes
telusukondi,తెలుసుకోండి,తెలుసుకొంది,No
rupamai,రూపమై,రూపమై,Yes
endukilaa,ఎందుకిలా,ఎందుకిలా,Yes
pathrikaloo,పత్రికలూ,పత్రికలో,No
palo,పాలో,పలో,No
chenchu,చెంచు,చెంచ్చు,No
asthra,అస్త్ర,ఆస్త్రా,No
arthamavuthundi,అర్ధమవుతుంది,అర్థమవుతుంది,No
indali,ఇందలి,ఇందలి,Yes
nirmulinchali,నిర్మూలించాలి,నిర్ములించాలి,No
freeman,ఫ్రీమాన్,ఫ్రీమన్,No
vaakyamlo,వాక్యంలో,వాక్యంలో,Yes
tewari,తివారి,టేవారి,No
hota,హోట,హోకా,No
prativartitvam,ప్రతివర్తిత్వం,ప్రతివర్తివ్్,No
cheppavacchunu,చెప్పవచ్చును,చెప్పవచ్చును,Yes
bhaashalloo,భాషల్లో,భాషల్లో,Yes
thaathaaravu,తాతారావు,తాతారావు,Yes
budge,బుడ్జ్,బుడ్జె,No
teliyajeyaalanukuntundi,తెలియజేయాలనుకుంటుం,తెలియజేయాలనుకుంటుంది,No
tisukoga,తీసుకోగా,తీసుకోగా,Yes
mitrapakshaalade,మిత్రపక్షాలదే,మిత్రపక్షాలదే,Yes
sirshkana,శీర్షికన,సిర్ష్కనా,No
death,డెత్,దీత్,No
chacchaaru,చచ్చారు,ఖచ్చారు,No
tide,టైడ్,టిడే,No
soochinchabadataayi,సూచించబడతాయి,సూచించబడతాయి,Yes
mcpherson,మక్ఫర్సన్,మ్ప్ఫరరన్,No
adaragottina,అదరగొట్టిన,అదరగొట్టిన,Yes
nandanwar,నందన్వర్,నందన్వర్,Yes
floyd,ఫ్లాయిడ్,ఫ్లోడ్డ్,No
doda,దోడ,దోడా,No
varnhincha,వర్ణించ,వర్ణించ,Yes
kaalpanika,కాల్పనిక,కాల్పానిక,No
pedutundagaa,పెడుతుండగా,పెడుతుండగా,Yes
annadaanam,అన్నదానం,అన్నదానం,Yes
fineotex,ఫినోటెక్స్,ఫైనోటెక్స్,No
yeyrpaatu,యేర్పాటు,యెప్పాటు,No
seshasayee,శేషశాయి,శేశయాయీ,No
ambikapur,అంబికపుర్,అంకిపాపూర్,No
chesukuntondi,చేసుకుంటోంది,చేసుకుంటోంది,Yes
yerparicharu,ఏర్పరిచారు,ఏర్పరిచారు,Yes
thayaridarulu,తయారీదారులు,తాలరిదారులు,No
koradaayadam,కొరడాయడం,కొరదాయడం,No
thippaali,తిప్పాలి,తిప్పాలి,Yes
chesukunnaamani,చేసుకున్నామని,చేసుకున్నామని,Yes
tisukuntunnattuga,తీసుకుంటున్నట్టుగా,తిసుకుంటున్నట్టుగా,No
praveshinchu,ప్రవేశించు,ప్రవేశించు,Yes
vaysaru,వేసారు,వాసరు,No
youur,యువర్,యూరూర్,No
padesindi,పడేసింది,పడేసింది,Yes
elivet,ఎలివేట్,ఎలివెట్,No
chestaamannaaru,చేస్తామన్నారు,చేస్తామన్నారు,Yes
namoonaalo,నమూనాలో,నమోనాలో,No
chebutunnaarani,చెబుతున్నారని,చెబుతున్నారని,Yes
keshwani,కేశ్వని,కేశ్వానీ,No
dasila,డాశిల,దాసిలా,No
viruchukupaddaaru,విరుచుకుపడ్డారు,విరుచుకుపడ్డారు,Yes
ollu,ఒళ్లు,ఒల్లు,No
aayusshu,ఆయుష్షు,ఆయుస్షు,No
asramamlo,ఆశ్రమంలో,అస్రమంలో,No
jaatiiyoodyamam,జాతీయోద్యమం,జాతీయోద్యమం,Yes
yuvatulu,యువతులు,యువతులు,Yes
samudaayaalaku,సముదాయాలకు,సముదాయాలకు,Yes
vaidyam,వైద్యం,వాద్యం,No
rooling,రోలింగ్,రూలింగ్,No
chola,చోళ,చోలా,No
aatmagaa,ఆత్మగా,ఆత్మగా,Yes
aatmala,ఆత్మల,ఆత్మల,Yes
little,లిటిల్,లిట్ల్,No
mumbai,ముంబాయ్,ముంబైయి,No
fees,ఫేస్,ఫీఎస్,No
vaiseepeeloki,వైసీపీలోకి,వాసీపీలోకి,No
staroid,స్టెరాయిడ్,స్టారిడ్,No
tayaaridaarulu,తయారీదారులు,తయారిదారులు,No
kadilimchi,కదిలించి,కడిలించి,No
aathmalo,ఆత్మలో,ఆత్మలలో,No
vaadukuntunnaayannaaru,వాడుకుంటున్నాయన్నా,వాడుకుంటున్నాయన్నారు,No
bhuuloekaaniki,భూలోకానికి,భూలోకానికి,Yes
machhuka,మచ్చిక,మాచ్చుక,No
rajput,రాజ్పూత్,రాజ్పుట్,No
greenville,గ్రీన్విల్,గ్రీనివ్లి,No
gurtinchabadutundagaa,గుర్తించబడుతుండగా,గుర్తించబడుతుండగా,Yes
american,అమెరికన్,అమెరికన్,Yes
industries,ఇండస్ట్రీస్,ఇంంస్ట్రీస్,No
dhadheechi,దధీచి,ధాీచీ,No
kalabanda,కలబంద,కలబందా,No
sankshaemam,సంక్షేమం,సంక్షేమం,Yes
rizwan,రిజ్వాన్,రిజ్వాన్,Yes
brookfield,బ్రూక్ఫీల్డ్,బ్రోక్ఫీల్డ్,No
divya,దివ్య,దివ్యా,No
estates,ఎస్టేట్స్,ఎస్టేటెస్,No
duncanville,డంకన్విల్ల్,దుంకనివ్ల్లే,No
shawnee,షానీ,శావీన్,No
yuvathulu,యువతులు,యువతులు,Yes
jatiyodyamaniki,జాతీయోద్యమానికి,జతిిద్యమనికి,No
bhaktirityuchyate,భక్తిరిత్యుచ్యతే,భక్తిత్రిచ్యత్యే,No
manugada,మనుగడ,మనుగాడ,No
sirshika,శీర్షిక,సిర్షిక,No
cheeraa,చేరా,చీరా,No
bayonne,బెయోన్,బయోన్నే,No
cykle,సైకిల్,సైక్ల్,No
kadupulooki,కడుపులోకి,కడుపులోకి,Yes
tattukoleni,తట్టుకోలేని,తట్టుకోలేని,Yes
nuzividu,నూజివీడు,నుజివిడు,No
malachi,మలచి,మలచ్చి,No
rosario,రోసారియో,రోసారియో,Yes
aadharamtoe,ఆధారంతో,ఆధారంతో,Yes
alembic,అలెంబిక్,అలెంబిక్,Yes
saggubiyyamu,సగ్గుబియ్యము,సగ్గుబియ్యము,Yes
redwood,రెడ్వుడ్,రెడ్వుడ్,Yes
neeti,నీతి,నీటి,No
teesukostaanani,తీసుకొస్తానని,తీసుకొస్తానని,Yes
annintini,అన్నింటినీ,అన్నింటిని,No
ganganagar,గంగానగర్,గంగనగర్,No
sumter,సుమ్టర్,సమ్టర్,No
kaatu,కాటు,కాటు,Yes
guna,గున,గునా,No
rowlett,రౌలెట్,రోలెట్,No
erpadutundanukunnaaru,ఏర్పడుతుందనుకున్నా,ఏర్పడుతుందనుకున్నారు,No
phlight,ఫ్లైట్,ఫ్లిఘ్ట్,No
vaddhe,వద్దే,వద్ధే,No
vyatyaasam,వ్యత్యాసం,వ్యత్యాసం,Yes
thaalapathra,తాళపత్ర,తాలపత్ర,No
yecche,యిచ్చే,యెచ్చే,No
varanasilo,వారణాసిలో,వరణాిిలో,No
rajouri,రాజౌరి,రాజోరి,No
dattaatreya,దత్తాత్రేయ,దత్తాత్రేయ,Yes
charyalatho,చర్యలతో,చర్యలతో,Yes
teesukunnaam,తీసుకున్నాం,తీసుకున్నాం,Yes
dhaninchuchu,ధ్యానించుచు,ధనించుచు,No
zehra,జెహ్రా,జెహ్రా,Yes
adi,అది,అడి,No
agartala,అగర్తల,అగార్తల,No
saekarinchaaru,సేకరించారు,సేకరించారు,Yes
